sale_first_week,game_time,game_days,bin_one,bin_two,ltv
0.0,81,4,0,1,21.946426183862147
0.0,72,4,1,1,39.42700259706193
0.0,99,4,0,1,24.62495761887214
0.0,55,6,1,1,27.16818952802615
0.0,43,6,1,2,18.571129875297633
65.15106053321112,22,6,0,1,118.93342216824615
229.7495660553408,49,3,1,1,286.86949810455894
0.0,75,4,1,1,14.576958533696242
0.0,76,5,0,1,32.974148387684615
0.0,78,3,1,2,35.434189895012494
0.0,97,3,1,1,6.078748319210292
82.95270811699191,91,4,0,2,139.15810469222842
190.92579427631847,44,3,0,2,258.0431301073768
200.22716911049204,72,5,1,2,294.158907886591
104.34851210976572,55,3,0,2,157.13052030242937
0.0,95,5,1,3,18.400638082144063
185.4808661614679,60,5,0,2,263.0290029309648
0.0,74,6,1,2,16.86494534519749
73.3791386703694,92,6,1,1,133.7156658527279
0.0,90,3,1,0,29.859785403670195
0.0,55,2,0,1,19.143516932286794
0.0,52,5,0,2,16.663785823843522
0.0,86,5,0,1,15.111247436465153
124.71470615712641,36,5,1,2,181.903450968784
0.0,40,5,1,1,27.950898599112122
0.0,33,6,1,1,33.178762918985356
0.0,49,4,0,2,6.362791968087656
92.32364941215664,56,4,1,0,138.86358628108502
0.0,64,4,1,1,30.185363670983104
145.74609437768564,69,5,0,3,239.46840530322606
0.0,43,5,1,3,28.03890353831812
0.0,67,5,1,1,16.902552632566984
155.3323850919507,43,4,0,1,227.32724499797354
0.0,99,4,1,2,9.309382529007722
0.0,36,5,0,2,12.577154409867418
36.89770046817337,51,4,1,0,58.003238378205936
0.0,99,3,1,1,29.974152466219447
0.0,59,4,0,2,19.042873031134587
0.0,39,3,1,0,18.422155478880224
159.8156037791406,72,3,1,1,211.50224296787246
0.0,42,4,0,1,28.98931697718946
0.0,75,4,1,2,22.24621394260361
78.15979736964755,75,3,1,0,124.15424818004611
0.0,60,3,0,3,27.158119048879573
218.00728311924385,109,4,0,2,293.8242006318453
99.08071480945276,65,3,0,1,152.78564227886545
167.89345714982161,130,3,0,2,228.55836315502393
169.70948804409562,94,5,1,2,247.67613422460107
99.5232734800956,58,4,0,2,147.23813178343346
183.6768650019148,100,3,0,1,257.7262475000248
0.0,72,3,0,3,31.725342009049278
68.31026768119779,20,3,1,2,111.3200327770672
0.0,115,5,1,2,9.45847982555782
0.0,63,6,1,2,27.259904537665626
79.23837448358512,109,5,1,0,132.23311144354605
29.28215517732393,83,6,0,1,80.57844544893206
0.0,77,5,0,2,30.2911255564568
133.40886871697884,50,1,0,1,184.21156508277562
175.29790715081978,66,4,1,3,246.72752935005576
54.786114325078486,77,5,1,3,94.78174970620768
0.0,83,3,0,2,9.278125440542087
0.0,52,2,0,2,16.13433015233022
158.9962516634891,82,5,1,2,262.7411223169183
0.0,71,2,1,2,25.99107067575606
205.7731311072503,68,3,1,2,322.1689599034913
0.0,61,2,0,1,14.667771083880547
0.0,61,4,1,1,18.71727220455513
153.44999049014592,71,6,0,0,229.94920352462756
0.0,71,4,1,2,20.9722059660869
63.318140997326026,49,4,1,2,110.51678680545098
90.1053417341478,72,5,0,1,138.04662274089395
0.0,87,3,1,3,21.877688570032984
165.79044539971107,36,3,1,1,216.89706218830375
0.0,85,3,0,2,23.036401087192576
255.31681738821314,32,4,0,2,331.44962970951445
0.0,46,5,1,2,0.4793260762203764
0.0,69,2,0,3,24.368550125178427
0.0,103,6,0,2,25.251130475702347
0.0,76,4,1,2,9.84100081713177
263.02251183633746,37,3,1,3,326.8742128723302
172.02238111484112,106,4,1,3,246.02530337220082
0.0,104,6,1,2,17.52621464867045
0.0,124,4,1,1,26.561658111400206
169.56876103610367,38,2,1,1,214.32097688438623
0.0,53,5,0,2,34.80403372263607
156.60168705672316,62,4,0,1,239.7119327198888
0.0,70,4,1,0,25.883364552317975
0.0,51,2,0,1,40.40136475172548
30.940414289254107,83,4,0,1,70.55588159278949
0.0,72,4,0,2,14.232597417718077
201.5105996350085,78,4,0,2,287.7385078686974
114.09798754399496,59,5,0,2,188.85018636272227
162.17919397439442,16,4,1,2,223.405156489284
149.7933602598216,125,7,0,1,235.67020778237898
0.0,52,5,0,0,8.348329119965179
0.0,121,3,1,2,24.021749669048866
212.14631126840342,64,3,0,0,288.2394993413571
0.0,66,4,0,0,6.207985361623937
0.0,104,3,0,3,28.657402588265867
244.6792999227154,68,4,1,2,378.04498679014563
204.34558139012472,53,4,0,2,270.8560545972476
44.89156906355393,48,6,0,3,97.33924029013662
27.142067984490694,49,3,0,2,38.90118325521374
0.0,50,4,1,2,13.926418082240067
0.0,86,4,1,2,20.821503139624284
0.0,66,3,0,1,5.775023019396629
0.0,79,2,0,1,28.920428904030725
0.0,128,2,0,0,41.23121249661398
184.7468389217877,62,3,1,1,241.90330814699504
243.96686253868228,8,1,1,2,319.9262831892817
191.63202343652577,108,4,1,1,278.68170283133196
189.0222945293296,4,4,1,0,232.23178876370878
61.73658240864002,88,4,1,0,103.26933801531891
0.0,73,3,0,1,10.849653724751864
129.46813784368268,77,6,0,2,208.10040650412134
126.12906124338372,55,5,1,2,194.61037156416168
148.9903430292711,40,2,1,3,173.5828607556886
159.21136313927607,126,5,1,2,241.5717251141776
0.0,86,4,0,2,14.823492697348103
112.87173250533064,35,2,0,1,162.46925785038874
0.0,62,5,1,2,28.305646266486157
32.29317658872529,90,5,1,2,71.88903363518781
0.0,26,6,1,1,20.793768420266808
125.67895749211168,36,4,0,1,185.23040316579696
104.29565694477733,69,3,1,0,154.82607377966897
0.0,34,4,1,3,24.596982760057962
0.0,71,4,0,2,29.252912399106076
0.0,75,6,0,1,15.661572951509743
0.0,85,3,1,1,18.729118735223196
35.7321655173661,74,6,1,0,85.30800095034968
61.57613216826681,31,5,0,0,79.83729781015995
0.0,91,4,1,1,23.98813253283592
0.0,88,4,0,1,48.913618775404046
0.0,115,5,1,1,9.749059768149882
72.05977389590544,56,2,1,0,110.76505577026018
25.244732974187826,9,3,0,1,60.7567213075352
23.761348267552265,64,5,1,1,23.761348267552265
57.34011065987569,62,3,0,1,99.15679278582712
0.0,83,3,1,2,28.695888873864046
86.30403639527928,101,3,0,1,139.91779859750494
0.0,98,3,0,1,11.033526785134217
0.0,26,3,0,1,25.578639705670454
0.0,104,3,0,1,23.98319711493718
189.91162811446713,97,4,0,2,264.0868756763388
0.0,41,6,1,0,13.623379802674163
18.375680230509488,44,5,1,2,47.205230284894924
0.0,32,5,1,1,3.44050212990293
0.0,114,4,1,1,22.382778056562618
0.0,119,4,0,2,27.842299618036396
0.0,39,3,1,3,24.593235739089593
160.90517174461462,58,6,1,1,213.05975961257647
0.0,53,4,1,1,28.84782326883074
0.0,90,3,1,1,21.01313342667418
0.0,99,5,0,0,23.525231661241346
199.94909169461118,90,4,0,0,278.1579470011635
131.7888702312999,98,5,1,0,194.2236984532388
0.0,56,5,1,0,28.957056104964558
0.0,77,2,0,1,31.942780996834735
146.87934468638736,12,3,0,3,204.54450306197478
186.1385164975042,62,3,0,1,276.2619092093891
0.0,116,5,0,0,23.789070712396445
208.7820843076582,102,1,1,1,281.33561380462805
0.0,132,4,1,1,28.965579313646263
138.31250016944347,86,2,0,1,216.2457714135917
0.0,53,1,1,0,4.231678029274961
132.6301976276866,49,3,0,0,184.27689610340707
90.75227161395432,139,5,1,3,135.7850140737422
158.9312389811525,100,2,1,1,209.82282036636073
238.06550941812804,153,1,1,1,261.53181184659934
0.0,61,4,0,1,29.628769440381433
0.0,76,3,0,0,20.063142862840706
153.94921562649438,54,4,0,0,221.01234235860042
151.5675465104186,67,3,1,0,209.89831138773653
280.3279328955707,80,3,1,2,415.30429724801746
0.0,2,5,0,2,26.66496979107412
204.735312721749,84,5,1,2,297.5655349338669
95.00131734116566,55,4,0,1,155.264067304471
105.46588013609994,90,4,0,2,153.48034761611174
83.74930130447999,80,5,0,2,132.43384668130096
0.0,61,3,1,2,18.514182394341656
0.0,77,3,0,2,10.322050994624375
0.0,68,6,0,2,19.614304051611448
184.22278586818274,51,5,0,2,261.00684415535903
210.18731271834935,43,4,0,1,300.80315379702535
155.77277064874858,63,4,0,2,225.8926321393921
189.20172824328978,54,6,1,3,276.16545924764483
0.0,39,5,1,2,21.260413237642286
113.00891767218496,69,3,0,1,193.63275661169683
0.0,41,6,1,3,17.774325787998066
57.18540892543942,79,5,0,0,104.30677370664796
114.69839948078157,36,2,0,2,156.27341953053704
205.2296320081459,54,5,1,1,268.00542812615754
162.8830411478159,59,3,0,2,224.42618445492514
0.0,51,3,1,3,10.38551689650268
0.0,95,4,1,0,28.076341768531357
100.05102518076548,71,4,0,2,154.3995189482004
0.0,32,5,1,3,25.54002149869709
174.47944658102756,76,5,1,1,258.34918247944717
0.0,102,7,1,1,17.590182367994636
0.0,51,4,0,2,11.840016445910656
0.0,44,3,1,0,33.62323429566162
0.0,92,5,0,1,40.37490887476604
0.0,100,4,1,2,22.999066412121365
0.0,21,5,0,0,19.211126731144546
88.32908545224456,64,4,1,1,145.63727215454088
0.0,70,4,1,1,15.106123988138302
240.85597015323282,51,5,1,1,329.5265918851694
117.04035083879609,72,4,0,0,178.28002954353238
0.0,29,2,1,1,31.257392534243774
146.2634133849356,68,4,1,3,212.2271926137776
0.0,94,3,1,3,26.243304161223268
0.0,85,4,0,0,21.877233149356137
137.03971210096742,87,2,0,2,188.74374565562104
228.05442663850647,125,4,0,2,306.08538930239524
221.37782304916743,63,4,1,3,314.4904754860877
247.6831035107567,71,6,1,1,336.8002345910131
0.0,70,4,0,1,19.662179086453616
124.68915360397521,42,3,0,1,181.1585636293272
236.4824071509992,26,3,1,1,296.4799961105156
90.06415818188657,76,7,0,2,140.7147218624925
96.51500732041922,81,5,1,2,157.40019587339486
124.52351901964877,58,5,1,3,172.5471417311402
125.41737117988967,56,4,1,1,161.5426613933068
0.0,60,5,1,3,17.333803347896435
0.0,61,6,0,0,24.621136181838686
0.0,66,3,1,2,14.38800959161008
0.0,102,6,1,2,8.730919398332285
0.0,37,6,0,2,18.314430784114506
0.0,68,3,0,2,29.649532128768257
94.34946942302824,60,5,1,1,152.3270568889075
0.0,95,5,0,2,26.553081231465512
0.0,65,3,1,2,33.189206489448374
32.95744828069516,51,3,1,1,68.86418491980811
0.0,32,3,1,1,31.121548380000974
0.0,48,4,0,2,7.222767325354637
316.8386260806213,54,5,1,2,462.8371998568842
137.77083987848303,98,5,1,1,198.2434249037963
51.1414613953918,46,5,1,1,83.28204219862212
121.5755841273313,112,6,1,1,176.8191868151049
44.143813541081315,92,5,0,0,78.3376303953008
79.41135035671279,32,2,1,0,105.42720814287519
86.66815565992835,60,3,1,2,140.8106084190107
60.834316953112506,55,6,1,2,112.52714911727799
92.73096538032578,82,5,1,1,139.40780448726147
0.0,53,2,0,3,38.657204988643954
0.0,75,4,1,1,29.37004389906683
0.0,78,5,1,3,19.942182017228554
0.0,50,5,0,2,2.632203025358826
0.0,73,5,1,3,19.160253729608986
156.89212259018026,6,4,0,3,232.0527727985484
188.55322291645732,79,4,1,1,269.5605667136849
0.0,81,4,0,3,20.075969668552084
0.0,76,5,0,0,16.585007906872054
0.0,63,3,1,1,40.123400797920276
88.53299180271549,70,2,0,2,136.70949349650414
150.4304267312938,49,1,0,1,212.37796758781894
0.0,71,4,1,2,22.806905879120418
0.0,72,5,0,1,13.662812892059174
0.0,52,3,1,1,4.039182978351883
139.93267063372267,77,4,1,2,214.83867454859575
89.35732115182991,105,6,1,2,165.33282622414373
78.5668475362087,75,4,0,1,127.95783425866811
0.0,48,4,1,2,26.990522092469377
120.27633970265006,59,4,1,0,160.92013082938803
0.0,63,5,1,2,33.79002991663668
0.0,38,4,0,0,14.36214017386625
0.0,40,5,1,1,19.864820261719018
0.0,81,5,1,1,14.712607068171552
36.99964839163037,39,5,0,2,71.06973581260439
0.0,83,5,0,2,9.41008213346462
0.0,76,6,1,2,19.715700959407187
0.0,53,3,0,1,20.954586882852233
0.0,67,4,1,3,11.76364851679185
0.0,34,5,0,2,22.012345255436014
0.0,77,5,0,1,22.58831945592088
172.9830149057049,34,4,0,0,234.20689828495443
72.79298767083881,82,5,1,2,129.5990432361098
0.0,160,4,0,3,0.0
186.27868435385673,74,5,0,1,290.58240942023025
213.66639167219518,80,5,1,2,335.9891832574018
0.0,86,6,0,1,41.83400175665986
146.34060572879474,54,4,0,0,218.96951789175324
19.63331006326051,73,4,1,0,34.34561447047872
0.0,56,3,1,2,33.176636672816954
45.0697233848948,48,3,0,1,90.66947860997192
0.0,82,3,0,3,19.42146699718229
221.94033581324658,109,4,0,1,335.1356015675473
175.34863791093437,81,4,1,0,246.8815161884665
0.0,129,2,1,1,30.459213805407348
15.811224656475488,91,6,0,1,32.32709184492837
127.599779586593,98,7,0,1,204.81484286747036
229.19169034850083,120,4,0,3,345.914220171321
57.80518137799484,59,4,1,2,100.44663991350582
0.0,87,3,1,1,36.964231808247945
0.0,60,5,0,3,14.757970600766237
190.47133993698884,86,6,0,1,280.3726154139378
212.06709617691405,30,2,1,1,280.29474985157975
0.0,57,4,0,1,22.224205173234502
132.06885682341633,56,4,1,2,205.90783349799844
144.07808523018528,47,5,0,2,188.42330650654466
144.9301462810505,47,6,0,1,224.7047612366983
0.0,98,2,0,0,35.88830725678475
133.4208976385764,54,6,1,2,213.95980980165908
191.82943084129994,34,5,1,1,260.0433194660443
176.14364636807304,55,5,0,2,237.11896578338167
47.9218788694436,97,5,0,1,97.8203338453627
0.0,16,6,1,2,23.69880576122894
29.410165636811584,81,5,0,2,56.50024623330398
119.42384027599313,68,4,0,1,176.89737980329255
0.0,80,3,1,1,28.825645362242977
0.0,64,5,1,1,37.41517334572824
123.1854218391174,103,4,0,2,173.18747746685673
0.0,97,4,0,2,20.928066425619598
122.6023879720962,117,5,1,2,193.86376553772186
0.0,53,3,0,1,18.59232775073437
0.0,139,2,0,2,26.47409904342015
0.0,27,4,0,2,0.0
101.04912592806805,113,3,1,2,152.5421591508614
0.0,66,3,1,2,13.271651882688852
0.0,36,5,0,1,14.375377080422986
105.94798558852158,57,3,1,3,179.24558421835138
0.0,122,5,1,3,14.186552983628761
0.0,112,5,0,0,30.562463403432766
0.0,87,2,1,1,7.245597749895689
252.12338830177637,89,3,0,3,366.988004499408
71.12355476449875,24,6,1,3,120.10401834865858
0.0,64,5,1,0,23.306209796428092
23.289892016594294,16,2,1,1,50.134598358975516
115.92832573869177,75,3,1,2,166.88055905000624
0.0,136,5,1,1,4.000635058278485
53.43362807119904,38,4,0,0,75.56848953505981
0.0,46,6,1,2,19.381098869678638
149.35711322795999,63,6,1,3,218.02860712356357
127.00767858552977,69,7,1,1,194.3753900882677
135.01633579487944,47,1,1,3,186.41457717359484
119.2125190204324,53,2,1,0,166.19310680887207
0.0,149,4,0,2,10.81592829017231
0.0,48,3,0,0,17.90711547154097
0.0,69,6,0,2,26.404279540393517
184.67492590724504,23,3,1,1,224.24751329785383
91.75492365603313,15,5,0,1,141.04007171366848
238.25509170705737,48,3,1,3,311.6347452526951
232.25612651165062,49,3,0,0,312.8253577721132
101.59478544605071,40,6,0,2,146.05194825292565
0.0,62,6,1,0,7.503188737575604
115.25101902169965,69,6,1,2,193.83713204909844
80.00207675042644,47,4,0,2,121.52796235710572
0.0,63,3,0,3,16.823746573752473
0.0,43,4,1,3,8.401965105616414
0.0,28,5,0,0,9.014271834012057
82.82952131792766,62,4,0,1,138.82275189897186
113.41435422261543,54,5,1,1,172.87345244785814
187.17754794080534,47,3,0,1,262.3526370727372
70.49882294545296,80,2,1,1,107.07822313389707
184.12181260304516,27,5,0,0,256.225318070134
0.0,36,1,0,2,25.751465835870658
0.0,107,3,1,1,15.785314674381524
92.43423646380782,58,5,0,3,146.97914671918755
166.01036449469296,73,5,0,2,230.78395041651413
0.0,76,4,1,3,42.686759352540264
101.43424316815884,103,5,1,1,162.24272300602
0.0,48,5,1,2,0.0
0.0,72,5,1,1,5.682880072061556
76.28407340782988,142,2,1,0,110.96509413035307
0.0,97,5,1,1,15.926634055160752
0.0,144,5,1,2,19.434425938979597
0.0,26,5,1,3,21.940722418221878
121.17017174161386,79,6,1,2,190.69916819599553
0.0,46,4,0,2,22.47733943591914
189.6654043560341,60,4,1,1,258.61851437417835
0.0,99,4,0,1,26.73778388966064
191.86593000225605,62,4,1,2,284.1095911985544
0.0,82,3,1,2,22.06746713612167
0.0,16,5,0,3,32.05097364046617
262.1062533847638,81,6,1,1,353.4103646618903
91.22459513412997,76,5,1,2,161.889506975502
0.0,49,3,0,3,15.0706289180197
0.0,111,6,1,1,20.582737487088387
22.806010920230946,81,4,0,3,35.915633065085544
181.99687387989167,135,6,1,1,255.21165230835294
96.0957087693658,62,2,1,1,126.94595062108034
0.0,113,6,0,2,29.426807804888053
0.0,113,2,0,1,25.11389018508629
174.9756296232888,8,3,1,2,265.1864103639309
241.72957559141443,86,5,1,0,322.5817922666063
43.9914013056556,40,4,1,3,88.31146812005271
139.7556131441876,74,5,0,1,236.1200675537068
78.13191421387856,82,3,0,1,128.67303722555897
0.0,55,4,0,2,22.417684643088716
18.888487559452884,55,4,1,0,22.682520204244618
127.10118280027574,61,5,0,2,193.93631800697395
162.73656421806285,49,5,1,2,241.7116690776839
287.2693012769763,40,5,0,2,389.8315736684375
103.42901203585652,103,4,1,0,142.16671294762665
95.52942868332286,19,6,0,2,139.205206747677
0.0,102,4,1,2,5.7282094521962525
103.52188600826332,73,4,1,3,149.72111595679672
124.3125821595059,63,3,1,3,177.43189997508892
81.82061212244098,49,5,0,2,126.79846840351343
111.46887811750588,138,5,0,2,172.96650516398768
0.0,64,5,0,2,18.09279388883799
137.39696772076536,99,3,0,2,202.47789742450982
114.40001655144866,53,5,0,1,182.0540755745567
0.0,99,6,0,2,12.998195689933688
106.68916064482082,28,4,1,0,161.28780544336783
170.50586899505262,40,2,0,3,232.95655745198943
0.0,97,4,1,2,20.621029822951563
0.0,7,6,0,1,23.840525660112025
235.81845113754972,71,5,0,1,356.45205794781384
84.31409871049529,54,3,1,1,126.32403107773757
43.806748234750856,85,3,1,3,75.41277385450867
217.2540779118865,80,5,0,1,334.9104208185353
84.91818830246913,13,5,0,0,97.69102610444399
0.0,78,4,0,2,39.85947464040681
0.0,77,2,0,1,19.260312521722273
0.0,59,4,1,1,36.16234492061757
0.0,26,1,0,1,33.58998920307195
77.14538174674136,107,3,1,1,120.32100300571173
369.7688697236272,61,6,1,1,509.89352701706093
65.94923511582206,86,5,1,1,111.45178795472444
0.0,96,3,0,2,30.899777149920194
162.971631662004,76,5,0,1,248.99803659048027
203.69794918147957,77,3,1,0,279.61809468304114
161.08313429637766,15,4,1,2,215.8578885656117
190.14004701425162,60,5,1,2,290.87586860419094
75.6541699273709,69,5,0,0,117.64247084314505
103.85379313257707,72,3,1,2,157.95957287326635
22.506435768929975,28,3,1,1,59.02559353951388
0.0,79,5,0,3,18.770777432328163
122.28831978540083,57,5,0,1,185.70299120202966
0.0,44,4,1,2,16.99906396732369
0.0,110,2,1,2,10.928190552401608
0.0,98,6,0,2,24.814500514769108
0.0,55,5,0,0,20.033920817486287
0.0,65,4,0,0,12.03000853873022
0.0,64,6,0,3,29.656004052974744
0.0,39,5,1,2,46.72118955550449
182.56098842873718,69,3,0,2,272.5458765412735
0.0,114,4,1,1,2.9161107869683747
141.53959313530325,85,5,0,3,219.68407848897186
0.0,74,6,0,1,11.03024798687808
105.95504641847444,58,4,1,0,168.60807690103147
0.0,34,3,0,1,0.0
0.0,44,2,0,2,23.51843507040718
79.37474232154091,104,4,1,2,109.44905616055543
148.32909926540822,26,3,1,1,185.10729138854157
93.76660474881906,42,6,0,2,134.29072040898438
0.0,114,5,0,1,33.70115364508226
85.89065299183815,23,6,1,2,132.74668243067518
147.99333704793514,51,4,0,3,229.78776296638333
225.95433073097442,122,5,1,1,310.7872235063217
249.72676393583214,49,5,1,1,341.0519925050288
0.0,119,5,0,2,14.875180057740472
63.27962141375835,96,3,1,2,102.51894065910021
0.0,75,6,0,2,10.411166473896067
158.16064978709494,46,1,0,3,215.3210975845635
206.17995504652322,46,3,1,2,290.8328030631104
0.0,41,6,0,0,7.492791238774735
0.0,81,4,1,1,18.17644459965143
79.89120745328606,124,4,1,1,135.6322247998843
0.0,1,2,1,1,6.830813095131161
0.0,101,2,1,1,25.36642811992889
113.44296037291842,48,4,0,1,172.32026321296107
0.0,59,4,0,1,14.185514800198042
203.42587258628197,86,5,0,1,285.12347507135524
298.62689071315697,49,4,0,0,408.5817900392822
0.0,64,4,0,1,32.952631476083305
167.04734791976819,64,5,1,3,234.01672632679902
145.04345596190117,43,3,1,1,200.243119239859
241.0591144159908,89,5,0,2,345.399960607972
0.0,114,6,1,2,12.241077400988004
0.0,106,4,0,2,22.290661059787944
123.10263722423686,99,5,0,0,167.1086496957063
0.0,14,3,1,1,36.76781206150792
0.0,44,2,0,2,21.25445801859337
0.0,69,5,1,1,15.565580606730412
31.289379294877165,108,3,1,1,42.866188431273926
0.0,42,6,0,1,14.956273159583283
10.684232690489907,69,5,1,1,31.244239665480265
81.34378970063364,76,4,0,1,132.53580647585827
109.60296346277721,114,3,0,2,151.86509236561162
126.00216753989642,31,4,1,0,179.91444587420764
112.57616086055071,65,6,0,0,170.0538266922269
0.0,73,5,0,1,34.49518492973845
0.0,105,5,0,1,14.98077364192512
286.0678749521019,74,4,1,3,384.52112252640546
0.0,9,4,1,2,7.571767678792794
249.64416742912536,141,4,0,2,350.659377873411
0.0,55,5,0,2,15.278115347885828
87.84700357195531,102,5,1,1,130.32315615144677
0.0,110,2,0,2,0.0
0.0,101,6,1,0,19.17953051826042
0.0,120,5,0,1,22.65795664822205
0.0,67,6,0,1,10.758470856047637
0.0,121,5,1,2,4.102189658205367
0.0,85,4,0,1,21.264573024286843
47.952895661387316,84,7,1,1,84.48049826401488
155.2614296576535,121,4,1,1,229.34378553446223
0.0,73,2,1,1,20.676504260848468
189.11841510712742,100,5,0,0,278.622794112705
0.0,38,3,0,2,16.413785914777094
0.0,47,3,1,2,12.318380349414769
184.68506598945112,41,5,0,1,284.03448939813785
0.0,71,6,0,3,12.66965233971804
0.0,30,2,1,3,16.417846717719556
0.0,39,4,0,1,23.44344642365881
87.41025221352172,124,4,1,3,129.26006020098208
98.12755694927154,49,6,1,2,179.4410649223857
0.0,88,5,1,2,25.210237546291943
83.50609809239643,87,7,1,1,136.73935511276403
42.117425352263126,93,5,1,0,57.18702629026019
72.65044775891033,96,6,1,2,119.03402549112701
224.2597606415462,41,6,0,0,294.6100833654754
80.96750582788435,22,5,1,2,139.60699865170244
149.25268440636057,55,3,0,0,186.24242929045724
103.174636034874,49,5,1,0,154.59080485792634
83.70640289382573,59,5,1,1,121.46530426064307
0.0,128,4,0,0,3.6739197413557916
86.06660525609415,49,3,0,2,128.30070879163202
0.0,76,3,0,2,27.241786397553525
0.0,95,5,0,3,4.790550759164035
186.99062257083818,86,4,1,1,273.7376072797663
0.0,60,4,1,2,16.212849530327063
65.10634294639134,51,6,1,1,106.04269386081593
240.02677520903424,18,3,1,1,295.438587506707
0.0,64,2,0,2,3.830094208606754
54.746853269113984,90,3,0,1,99.86528683349661
0.0,103,4,0,1,38.561757113730785
147.24555384051652,102,3,1,1,211.49241825138947
61.121730287364144,20,3,0,0,89.53768724891887
88.89884718176866,87,4,0,1,146.6594093349484
171.93785087122097,84,5,1,1,250.82805897375218
0.0,98,5,1,2,10.840905949249496
136.03245909922248,43,5,1,1,178.44855341858332
0.0,110,5,0,0,22.775650017727013
0.0,91,3,1,1,10.555285986474328
0.0,82,4,0,2,42.14435626882436
100.33174300097907,103,2,1,1,135.66133050790344
0.0,78,3,0,2,20.05876038246835
0.0,88,5,1,0,34.42302471743931
182.87244783890677,59,5,0,1,269.2712847378296
189.79907474143843,20,5,0,1,286.70245549087974
179.63533606977828,101,5,1,2,278.80501605939446
0.0,59,3,0,0,22.688827374097222
0.0,78,1,1,1,9.557952004488637
135.1540938315553,24,3,0,2,178.6569863636733
0.0,80,2,1,2,0.0
134.43508605552384,151,4,1,0,190.9338981785982
0.0,98,4,1,1,35.802105004597344
95.52258344310243,56,4,0,1,141.27289684495275
0.0,108,4,0,3,20.95309337916575
0.0,20,1,1,3,25.010666422903316
47.70808037634343,74,4,1,1,87.45269065664891
0.0,44,3,1,0,9.09046041879477
64.54108827149693,83,5,1,1,122.21489531035778
0.0,96,5,0,2,8.508254972338213
105.75857935385382,57,6,0,2,149.68819818900457
67.08114654411052,114,6,0,2,103.41627956676918
102.93172938890662,47,2,0,3,142.68557983872046
126.51311034395901,82,3,1,2,179.00379912810442
122.36721879743932,102,1,1,2,173.4638622504337
194.5778257677483,123,4,0,2,266.956373461277
0.0,117,4,0,2,17.562508683226945
0.0,49,3,1,2,19.020156262348312
147.2192210215783,99,5,1,2,235.00996838063116
0.0,35,5,1,1,13.784254620309706
0.0,52,6,0,2,26.62881331725167
101.35990522198176,125,3,0,0,131.3373098083138
183.31158601037822,110,5,0,0,262.45288308870045
92.00090326576199,62,4,0,2,127.15325034924115
221.5963746858885,38,4,1,0,299.03864468720514
84.48151827187574,77,4,1,1,153.99467996438094
0.0,64,4,1,3,21.14184217322863
0.0,68,5,0,1,25.349336737056305
100.66999833908629,78,4,0,2,150.07146300663854
0.0,55,6,0,1,30.38219782594867
0.0,69,6,1,2,26.887346096788104
0.0,68,3,0,2,25.358965447074553
