sale_first_week,game_time,game_days,bin_one,bin_two
227.57467359388778,71,3,1,3
0.0,41,5,0,3
0.0,135,4,0,3
0.0,59,6,0,3
215.00185371814786,65,2,0,2
77.53840111484114,15,6,0,2
100.84977996267236,119,4,1,1
0.0,62,5,0,2
0.0,58,6,0,1
0.0,59,4,0,1
0.0,102,5,0,3
101.01212482351733,80,3,0,2
150.76685806585093,69,4,0,2
208.58253332509656,82,4,0,2
0.0,44,4,0,2
103.57264506341883,69,5,0,2
0.0,127,5,0,2
132.6883589878837,34,7,0,1
155.91198866287016,75,6,0,1
114.03914917233926,43,5,0,3
150.5830058545098,103,5,1,2
232.70185069139882,105,4,0,2
0.0,70,5,0,0
181.86970512945612,34,4,0,3
166.78924114568505,53,4,0,1
0.0,67,1,1,3
0.0,84,5,1,3
0.0,46,6,0,2
0.0,79,4,1,2
36.31743867512559,61,5,0,3
0.0,55,6,0,1
188.28373863859701,97,4,0,0
0.0,71,6,0,2
0.0,66,4,1,1
0.0,128,3,1,2
0.0,122,5,0,2
0.0,108,4,1,1
190.36651351193083,53,5,0,2
0.0,10,5,0,1
143.7082675787599,56,6,0,2
0.0,159,3,1,3
104.4891922197304,126,4,0,1
0.0,112,3,0,3
192.5681282325588,55,5,0,1
0.0,64,3,0,2
0.0,116,4,0,2
0.0,81,3,0,2
93.69346396932525,104,6,0,3
253.20929382693708,67,3,1,1
250.96010265157713,46,5,1,3
159.73391385462952,87,5,0,1
203.94562748754566,90,5,0,2
0.0,104,4,1,2
95.82248470922306,87,5,0,3
0.0,75,7,0,3
0.0,64,4,1,1
0.0,88,4,0,2
185.672934444749,75,7,0,3
0.0,47,5,0,2
106.60582833988099,46,3,0,2
0.0,113,3,1,3
240.47381107841926,63,3,1,3
0.0,62,7,1,2
174.2130833390383,103,3,0,2
148.46907068054864,104,4,0,2
29.773916779023367,54,4,0,3
221.64401659797767,103,5,1,2
234.02455053882107,59,4,1,2
104.82156641741564,99,4,0,3
251.5786493109353,56,6,0,2
0.0,54,6,0,1
114.49282622805549,107,3,0,3
223.10875587398942,76,6,0,2
0.0,61,3,0,2
195.17801351245228,45,4,0,2
110.6084924093833,35,5,1,2
69.9864131155271,84,3,1,2
128.44918453565137,100,5,0,2
0.0,65,4,0,2
0.0,118,6,0,0
0.0,108,5,0,3
159.70619442092487,121,4,0,3
96.74020125509473,102,6,1,2
82.49476112926492,51,5,1,0
0.0,102,4,0,2
0.0,89,5,1,2
172.63138972952294,62,3,0,2
168.65255999796284,127,4,1,2
0.0,82,6,1,2
0.0,60,6,0,1
0.0,93,5,0,3
26.005680282936567,169,5,0,2
153.222960912985,127,6,0,3
132.2637376216037,57,3,0,2
0.0,98,4,0,3
103.92654206483616,96,4,1,0
0.0,83,3,0,2
0.0,65,3,0,3
171.49473512877591,90,5,1,3
0.0,26,5,0,3
0.0,65,5,0,1
0.0,8,5,0,2
109.80172700479793,27,5,1,2
67.59475101497098,77,5,1,2
87.26666454149958,90,6,1,0
115.92604751453052,80,6,0,1
109.5078559110671,87,5,1,2
0.0,116,4,0,3
128.87921387539643,104,7,0,3
252.92291036361138,103,5,1,3
177.70274373326515,62,6,0,2
254.9817412341362,69,5,0,2
252.54984983862562,100,6,0,2
0.0,62,5,0,3
0.0,123,5,0,1
59.76108848647202,67,4,0,3
131.24838475562666,73,4,0,2
137.27649031087486,102,5,0,2
0.0,97,6,1,1
157.43781954909238,101,7,0,1
0.0,57,4,1,2
0.0,73,4,0,1
0.0,87,5,1,1
111.97950756611533,108,4,0,2
0.0,80,5,0,2
0.0,73,4,0,3
145.76088202988325,103,1,0,3
111.83014685618633,97,5,1,0
172.8162983707365,83,2,1,3
0.0,98,5,0,2
56.076038109336636,84,4,0,2
147.80374956958616,76,3,0,2
0.0,83,5,0,3
167.64251348932686,89,5,1,3
166.7917462503232,104,5,0,3
176.33294173625305,50,4,1,2
145.42158664907976,23,5,1,2
91.52564684841047,119,7,0,2
99.97481565529972,61,5,0,2
146.41130997079733,135,7,1,3
0.0,72,6,0,2
254.86483526419073,147,3,0,1
0.0,56,6,0,2
188.10883771769616,96,5,0,2
0.0,115,6,1,3
83.56990171715755,138,4,0,1
174.46221181120683,167,4,0,2
0.0,102,5,0,3
33.506529549949235,62,6,0,3
91.02530296799327,92,4,0,2
0.0,74,3,1,3
0.0,67,5,0,1
0.0,98,5,1,2
0.0,82,5,1,1
0.0,100,6,1,2
200.04594978532856,93,7,1,2
0.0,72,7,0,1
0.0,57,4,1,2
250.62046306811402,85,7,0,2
0.0,113,2,0,2
0.0,86,5,0,1
123.53068354692833,79,5,0,2
0.0,36,5,0,2
0.0,62,6,0,1
0.0,81,6,0,2
87.01537957632425,80,6,0,3
121.04994309243907,127,4,0,2
0.0,26,5,0,2
135.11691907559216,55,5,0,2
77.3384880170915,101,4,0,3
106.51918495881607,143,6,0,3
100.7377834264318,77,4,1,3
0.0,96,2,1,2
184.09876380858034,80,3,0,1
154.69336932346962,12,6,1,2
0.0,110,5,0,3
0.0,85,6,1,2
138.73450116346334,99,4,0,2
89.80653819941885,51,5,0,0
0.0,111,4,0,1
174.6970924917997,50,6,0,2
0.0,33,6,1,3
227.23583227138735,84,5,0,1
0.0,70,6,0,3
146.83859375368644,101,4,0,2
23.93342647238741,109,4,0,1
95.80029638988229,74,6,0,2
0.0,103,4,0,2
163.586884024249,79,4,0,1
281.42926400524067,103,3,0,3
123.97550139549844,81,3,0,3
0.0,89,4,1,2
0.0,92,4,1,2
71.44056659021248,73,2,0,1
98.16241549753869,84,5,0,1
0.0,105,4,0,2
107.74413298339911,103,5,0,2
0.0,101,4,0,3
0.0,89,5,0,2
153.1375174638307,78,3,0,3
0.0,33,5,0,3
0.0,124,5,0,1
172.83133389552978,70,5,0,3
101.08053100378966,49,6,0,2
57.44912327172884,18,5,1,2
0.0,41,5,1,1
0.0,130,4,0,2
0.0,56,5,1,2
0.0,98,6,0,2
189.82284148170015,72,6,0,1
146.30933136312254,73,4,1,2
0.0,35,4,1,2
166.37179380723927,97,5,1,1
69.62192743096202,107,4,1,1
0.0,43,6,0,3
66.93286229797454,92,6,1,1
166.63807394513375,79,3,0,2
0.0,45,6,0,0
74.06464987366274,72,5,0,2
143.5044526541581,76,5,0,2
180.4098896441419,41,3,1,3
56.31782538444344,56,6,0,2
0.0,115,2,0,0
80.57418914056908,69,4,1,3
0.0,80,5,0,2
0.0,105,3,1,1
22.39981120401174,86,3,1,3
56.93731594640775,20,6,0,1
207.58182611500467,80,4,0,2
0.0,36,4,0,2
0.0,81,4,0,3
0.0,80,4,0,3
0.0,100,3,0,3
207.6726615419537,41,4,0,2
50.983771016312474,26,4,0,1
101.79670063191105,94,4,1,2
79.51858838949265,52,6,1,3
0.0,71,4,1,1
0.0,68,5,1,2
0.0,35,4,0,1
0.0,62,1,0,3
0.0,67,6,0,2
0.0,88,3,0,2
0.0,60,6,0,3
0.0,81,6,1,2
132.12387109616594,37,6,1,1
0.0,74,3,0,3
0.0,89,4,0,3
107.05475184689922,84,5,0,3
0.0,117,7,0,2
83.17733336336741,35,3,1,2
53.40181432529644,102,6,0,2
68.81897788907321,75,4,0,3
0.0,38,6,0,2
0.0,100,5,0,2
153.8669566548605,60,5,0,3
65.53486410950632,84,5,1,3
189.43125928338844,29,3,0,2
180.32847767070473,70,5,0,2
139.60480110359134,115,3,0,1
0.0,49,4,1,3
71.4517181053279,86,4,0,2
0.0,34,5,0,3
286.08589280158185,86,6,0,2
120.28339360122163,54,4,0,2
0.0,59,6,0,3
0.0,102,5,0,2
119.42579419819067,112,5,1,3
0.0,119,6,0,3
0.0,100,3,0,3
106.60796103524619,83,5,1,3
0.0,75,3,1,3
0.0,59,4,1,1
121.36936954280824,55,3,0,2
189.34462917828208,73,5,1,3
174.7586619531123,49,5,0,3
0.0,60,6,0,2
113.87023922636087,92,5,1,3
133.15390242096439,97,5,0,2
122.47945855624891,76,5,1,1
121.1823580943254,58,4,0,2
0.0,105,5,1,3
0.0,97,3,0,3
0.0,94,6,1,3
0.0,102,6,1,1
155.0496805659169,77,6,1,1
170.59283506297135,65,2,1,2
186.07838799217546,63,4,0,2
0.0,82,6,0,2
0.0,46,7,0,2
108.84001487198125,105,6,1,2
0.0,99,5,1,2
0.0,62,5,1,2
176.33923322073483,36,5,0,3
132.96467086824936,68,3,0,2
0.0,133,4,0,2
0.0,64,4,1,3
134.35345813361445,92,4,1,2
0.0,59,5,1,2
146.63898525950216,11,3,0,0
182.01128518089922,73,4,0,1
194.39503535869602,116,4,0,2
0.0,82,3,0,2
238.85621760214192,54,6,1,2
0.0,91,5,1,3
0.0,56,5,0,1
142.61551875942953,20,5,0,2
0.0,42,6,0,3
0.0,86,3,1,2
0.0,100,6,1,1
122.56781904784569,107,5,0,3
97.60947299804641,121,4,0,2
0.0,76,3,0,2
84.45418237667124,41,4,1,2
158.95685624311568,28,6,1,3
0.0,108,5,0,3
98.34412037723301,125,5,1,3
31.377891887387776,36,6,0,1
0.0,90,5,1,1
0.0,43,2,1,1
0.0,80,4,0,2
